Player Name,Player Salary
Player-186,"$11,154,501.00"
Player-187,"$23,942,667.00"
Player-188,"$13,125,004.00"
Player-189,"$31,721,837.00"
Player-190,"$1,740,759.00"
Player-191,"$22,255,415.00"
Player-192,"$8,772,102.00"
Player-193,"$49,279,028.00"
Player-194,"$27,318,594.00"
Player-195,"$14,857,259.00"
Player-196,"$16,498,283.00"
Player-197,"$7,192,833.00"
Player-198,"$28,542,901.00"
Player-199,"$1,173,772.00"
Player-200,"$16,237,752.00"
Player-201,"$9,876,132.00"
Player-202,"$42,995,210.00"
Player-203,"$15,931,539.00"
Player-204,"$278,924.00"
Player-205,"$31,381,317.00"
Player-206,"$27,440,878.00"
Player-207,"$24,956,534.00"
Player-208,"$12,287,439.00"
Player-209,"$26,450,825.00"
Player-210,"$3,729,147.00"
Player-211,"$25,924,204.00"
Player-212,"$6,400,726.00"
Player-213,"$32,120,708.00"
Player-214,"$22,070,153.00"
Player-215,"$48,469,474.00"
Player-216,"$6,827,227.00"
Player-217,"$15,257,529.00"
Player-218,"$34,130,480.00"
Player-219,"$21,039,885.00"
Player-220,"$24,334,543.00"
Player-221,"$38,551,618.00"
Player-222,"$12,547,395.00"
Player-223,"$10,623,779.00"
Player-224,"$29,299,057.00"
Player-225,"$11,291,763.00"
Player-226,"$14,813,274.00"
Player-227,"$30,311,172.00"
Player-228,"$16,934,807.00"
Player-229,"$48,869,428.00"
Player-230,"$33,850,598.00"
Player-231,"$4,371,847.00"
Player-232,"$46,284,254.00"
Player-233,"$8,050,398.00"
Player-234,"$19,880,055.00"
Player-235,"$1,345,242.00"
Player-236,"$195,333.00"
Player-237,"$33,188,149.00"
Player-238,"$5,767,872.00"
Player-239,"$40,173,066.00"
Player-240,"$6,849,779.00"
Player-241,"$18,308,043.00"
Player-242,"$10,605,752.00"
Player-243,"$19,927,701.00"
Player-244,"$9,287,516.00"
Player-245,"$45,265,785.00"
Player-246,"$9,519,748.00"
Player-247,"$28,686,003.00"
Player-248,"$42,533,593.00"
Player-249,"$1,000,497.00"
Player-250,"$32,732,139.00"
Player-251,"$43,650,548.00"
Player-252,"$12,163,786.00"
Player-253,"$8,354,574.00"
Player-254,"$16,155,722.00"
Player-255,"$40,889,055.00"
Player-256,"$43,318,783.00"
Player-257,"$42,083,883.00"
Player-258,"$9,671,634.00"
Player-259,"$4,263,245.00"
Player-260,"$256,027.00"
Player-261,"$26,808,629.00"
Player-262,"$36,214,401.00"
Player-263,"$7,946,546.00"
Player-264,"$17,717,887.00"
Player-265,"$12,466,830.00"
Player-266,"$16,560,343.00"
Player-267,"$29,804,559.00"
Player-268,"$40,854,936.00"
Player-269,"$26,511,099.00"
Player-270,"$16,662,903.00"
Player-271,"$32,746,128.00"
Player-272,"$748,609.00"
Player-273,"$18,395,219.00"
Player-274,"$25,893,214.00"
Player-275,"$18,278,206.00"
Player-276,"$19,897,228.00"
Player-277,"$22,463,596.00"
Player-278,"$45,256,240.00"
Player-279,"$36,203,712.00"
Player-280,"$47,716,797.00"
Player-281,"$32,785,392.00"
Player-282,"$820,274.00"
Player-283,"$20,937,400.00"
Player-284,"$42,918,658.00"
Player-285,"$20,408,647.00"
Player-286,"$18,777,254.00"
Player-287,"$5,429,052.00"
Player-288,"$10,717,931.00"
Player-289,"$13,543,030.00"
Player-290,"$33,420,364.00"
Player-291,"$44,336,728.00"
Player-292,"$6,739,141.00"
Player-293,"$6,395,382.00"
Player-294,"$45,029,179.00"
Player-295,"$37,675,969.00"
Player-296,"$4,945,173.00"
Player-297,"$33,339,428.00"
Player-298,"$11,739,682.00"
Player-299,"$18,522,044.00"
Player-300,"$15,989,051.00"
Player-301,"$30,315,103.00"
Player-302,"$28,458,395.00"
Player-303,"$28,755,916.00"
Player-304,"$46,685,685.00"
Player-305,"$35,598,702.00"
Player-306,"$32,399,318.00"
Player-307,"$30,441,472.00"
Player-308,"$10,505,864.00"
Player-309,"$36,416,399.00"
Player-310,"$14,402,528.00"
Player-311,"$5,774,270.00"
Player-312,"$21,399,341.00"
Player-313,"$46,757,126.00"
Player-314,"$2,037,009.00"
Player-315,"$16,136,916.00"
Player-316,"$37,385,381.00"
Player-317,"$20,404,455.00"
Player-318,"$47,977,410.00"
Player-319,"$42,058,696.00"
Player-320,"$23,542,726.00"
Player-321,"$41,584,981.00"
Player-322,"$11,267,147.00"
Player-323,"$13,860,129.00"
Player-324,"$13,270,920.00"
Player-325,"$26,374,444.00"
Player-326,"$37,921,416.00"
Player-327,"$43,293,293.00"
Player-328,"$43,597,158.00"
Player-329,"$7,765,438.00"
Player-330,"$3,256,970.00"
Player-331,"$35,901,939.00"
Player-332,"$6,944,548.00"
Player-333,"$27,024,426.00"
Player-334,"$22,553,463.00"
Player-335,"$47,107,853.00"
Player-336,"$45,666,707.00"
Player-337,"$9,579,526.00"
Player-338,"$41,752,064.00"
Player-339,"$457,333.00"
Player-340,"$15,633,761.00"
Player-341,"$26,055,691.00"
Player-342,"$41,750,279.00"
Player-343,"$13,424,268.00"
Player-344,"$48,424,072.00"
Player-345,"$2,534,933.00"
Player-346,"$847,517.00"
Player-347,"$17,059,592.00"
Player-348,"$36,325,910.00"
Player-349,"$20,759,710.00"
Player-350,"$15,655,086.00"
Player-351,"$5,522,089.00"
Player-352,"$30,621,741.00"
Player-353,"$29,574,034.00"
Player-354,"$1,909,575.00"
Player-355,"$10,239,778.00"
Player-356,"$39,594,074.00"
Player-357,"$24,741,924.00"
Player-358,"$22,348,004.00"
Player-359,"$34,507,511.00"
Player-360,"$43,017,325.00"
Player-361,"$48,028,412.00"
Player-362,"$4,989,810.00"
Player-363,"$17,259,551.00"
Player-364,"$19,905,937.00"
Player-365,"$31,994,288.00"
Player-366,"$46,153,227.00"
Player-367,"$25,378,850.00"
Player-368,"$26,465,085.00"
Player-369,"$5,156,243.00"
Player-370,"$9,252,404.00"
Player-371,"$6,265,209.00"
Player-372,"$28,340,174.00"
Player-373,"$11,371,917.00"
Player-374,"$8,562,594.00"
Player-375,"$10,398,853.00"
Player-376,"$29,442,190.00"
Player-377,"$1,577,959.00"
Player-378,"$38,057,221.00"
Player-379,"$17,169,398.00"
Player-380,"$45,650,172.00"
Player-381,"$47,256,444.00"
Player-382,"$676,144.00"
Player-383,"$30,178,089.00"
Player-384,"$27,940,759.00"
Player-385,"$8,804,471.00"
Player-386,"$4,632,477.00"
Player-387,"$10,474,778.00"
Player-388,"$25,051,825.00"
Player-389,"$44,096,549.00"
Player-390,"$49,880,069.00"
Player-391,"$45,185,720.00"
Player-392,"$27,953,361.00"
Player-393,"$45,436,888.00"
Player-394,"$25,460,129.00"
Player-395,"$41,763,135.00"
Player-396,"$15,956,434.00"
Player-397,"$36,800,413.00"
Player-398,"$49,266,397.00"
Player-399,"$44,786,650.00"
Player-400,"$34,771,841.00"
Player-401,"$47,096,461.00"
Player-402,"$15,147,023.00"
Player-403,"$28,091,313.00"
Player-404,"$29,174,024.00"
Player-405,"$24,272,569.00"
Player-406,"$10,903,891.00"
Player-407,"$15,647,537.00"
Player-408,"$18,584,845.00"
Player-409,"$46,557,826.00"
Player-410,"$33,817,857.00"
Player-411,"$44,460,825.00"
Player-412,"$46,026,871.00"
Player-413,"$40,190,327.00"
Player-414,"$38,970,337.00"
Player-415,"$8,942,886.00"
Player-416,"$23,675,228.00"
Player-417,"$3,991,550.00"
Player-418,"$6,779,066.00"
Player-419,"$38,127,522.00"
Player-420,"$31,197,996.00"
Player-421,"$30,108,385.00"
Player-422,"$35,415,455.00"
Player-423,"$43,322,979.00"
Player-424,"$26,779,016.00"
Player-425,"$44,473,315.00"
Player-426,"$30,184,268.00"
Player-427,"$22,931,741.00"
Player-428,"$39,338,792.00"
Player-429,"$13,805,781.00"
Player-430,"$16,722,445.00"
Player-431,"$16,423,736.00"
Player-432,"$23,127,647.00"
Player-433,"$12,182,379.00"
Player-434,"$25,144,746.00"
Player-435,"$1,541,533.00"
Player-436,"$29,602,782.00"
Player-437,"$14,900,505.00"
Player-438,"$971,491.00"
Player-439,"$6,349,146.00"
Player-440,"$30,962,946.00"
Player-441,"$47,580,638.00"
Player-442,"$30,976,233.00"
Player-443,"$19,689,127.00"
Player-444,"$21,752,626.00"
Player-445,"$5,874,242.00"
Player-446,"$35,347,627.00"
Player-447,"$41,505,469.00"
Player-448,"$18,470,127.00"
Player-449,"$37,014.00"
Player-450,"$21,224,168.00"
Player-451,"$6,968,217.00"
Player-452,"$6,991,509.00"
Player-453,"$37,899,511.00"
Player-454,"$2,673,516.00"
Player-455,"$10,196,951.00"
Player-456,"$17,330,464.00"
Player-457,"$40,830,187.00"
Player-458,"$31,904,560.00"
Player-459,"$35,406,626.00"
Player-460,"$24,944,039.00"
Player-461,"$17,914,783.00"
Player-462,"$12,369,351.00"
Player-463,"$22,911,365.00"
Player-464,"$29,841,205.00"
Player-465,"$23,300,155.00"
Player-466,"$28,941,602.00"
Player-467,"$34,364,400.00"
Player-468,"$49,950,875.00"
Player-469,"$35,682,360.00"
Player-470,"$40,846,559.00"
Player-471,"$11,084,846.00"
Player-472,"$27,277,887.00"
Player-473,"$28,399,900.00"
Player-474,"$14,794,109.00"
Player-475,"$43,747,254.00"
Player-476,"$36,618,709.00"
Player-477,"$40,114,341.00"
Player-478,"$13,551,549.00"
Player-479,"$23,335,504.00"
Player-480,"$35,199,643.00"
Player-481,"$11,868,642.00"
Player-482,"$25,586,213.00"
Player-483,"$31,140,835.00"
Player-484,"$47,914,414.00"
Player-485,"$1,917,899.00"
Player-486,"$45,907,439.00"
Player-487,"$25,128,183.00"
Player-488,"$20,579,756.00"
Player-489,"$37,298,537.00"
Player-490,"$9,990,046.00"
Player-491,"$46,859,188.00"
Player-492,"$36,066,157.00"
Player-493,"$49,281,368.00"
Player-494,"$30,121,960.00"
Player-495,"$13,873,967.00"
Player-496,"$8,744,196.00"
Player-497,"$35,403,675.00"
Player-498,"$44,018,268.00"
Player-499,"$5,757,934.00"
Player-500,"$25,021,557.00"
Player-501,"$36,411,420.00"
Player-502,"$46,967,239.00"
Player-503,"$20,380,880.00"
Player-504,"$19,691,544.00"
Player-505,"$31,093,228.00"
Player-506,"$30,246,110.00"
Player-507,"$42,789,954.00"
Player-508,"$33,046,498.00"
Player-509,"$32,084,477.00"
Player-510,"$25,383,457.00"
Player-511,"$30,147,708.00"
Player-512,"$24,316,596.00"
Player-513,"$10,641,283.00"
Player-514,"$28,721,079.00"
Player-515,"$19,163,752.00"
Player-516,"$38,980,195.00"
Player-517,"$20,958,218.00"
Player-518,"$31,864,965.00"
Player-519,"$8,579,016.00"
Player-520,"$5,126,272.00"
Player-521,"$24,802,070.00"
Player-522,"$22,759,174.00"
Player-523,"$20,915,554.00"
Player-524,"$756,345.00"
Player-525,"$12,354,990.00"
Player-526,"$42,707,140.00"
Player-527,"$12,875,680.00"
Player-528,"$15,162,141.00"
Player-529,"$30,256,199.00"
Player-530,"$12,078,703.00"
Player-531,"$30,245,156.00"
Player-532,"$41,682,512.00"
Player-533,"$36,934,673.00"
Player-534,"$29,981,118.00"
Player-535,"$28,019,458.00"
Player-536,"$8,605,674.00"
Player-537,"$25,364,485.00"
Player-538,"$3,213,575.00"
Player-539,"$46,748,305.00"
Player-540,"$2,224,585.00"
Player-541,"$47,802,149.00"
Player-542,"$20,107,032.00"
Player-543,"$374,651.00"
Player-544,"$42,506,923.00"
Player-545,"$27,430,134.00"
Player-546,"$20,243,511.00"
Player-547,"$5,449,496.00"
Player-548,"$30,750,717.00"
Player-549,"$36,778,492.00"
Player-550,"$33,488,787.00"
Player-551,"$31,356,774.00"
Player-552,"$8,124,336.00"
Player-553,"$38,969,785.00"
Player-554,"$28,783,975.00"
Player-555,"$49,082,331.00"
Player-556,"$14,929,333.00"
Player-557,"$43,439,739.00"
Player-558,"$19,952,979.00"
Player-559,"$23,607,501.00"
Player-560,"$18,596,152.00"
Player-561,"$933,781.00"
Player-562,"$13,991,873.00"
Player-563,"$11,674,982.00"
Player-564,"$4,025,378.00"
Player-565,"$21,988,049.00"
Player-566,"$35,836,848.00"
Player-567,"$7,044,850.00"
Player-568,"$2,388,990.00"
Player-569,"$45,461,688.00"
Player-570,"$36,603,913.00"
Player-571,"$4,221,274.00"
Player-572,"$2,663,358.00"
Player-573,"$6,765,524.00"
Player-574,"$21,453,134.00"
Player-575,"$12,330,725.00"
Player-576,"$8,055,752.00"
Player-577,"$29,798,749.00"
Player-578,"$23,401,330.00"
Player-579,"$13,433,510.00"
Player-580,"$1,217,564.00"
Player-581,"$43,273,600.00"
Player-582,"$2,710,430.00"
Player-583,"$3,121,404.00"
Player-584,"$4,568,856.00"
Player-585,"$7,033,620.00"
Player-586,"$20,212,462.00"
Player-587,"$18,606,454.00"
Player-588,"$24,457,349.00"
Player-589,"$37,478,142.00"
Player-590,"$42,281,104.00"
Player-591,"$9,960,180.00"
Player-592,"$20,764,421.00"
Player-593,"$31,911,335.00"
Player-594,"$8,683,322.00"
Player-595,"$2,969,550.00"
Player-596,"$31,752,526.00"
Player-597,"$27,989,748.00"
Player-598,"$26,278,937.00"
Player-599,"$30,553,920.00"
Player-600,"$31,903,039.00"
Player-601,"$3,599,579.00"
Player-602,"$34,397,668.00"
Player-603,"$22,760,837.00"
Player-604,"$7,784,585.00"
Player-605,"$15,907,213.00"
Player-606,"$26,177,904.00"
Player-607,"$13,951,293.00"
Player-608,"$32,296,433.00"
Player-609,"$19,947,351.00"
Player-610,"$40,672,310.00"
Player-611,"$18,423,034.00"
Player-612,"$44,436,083.00"
Player-613,"$3,395,953.00"
Player-614,"$14,223,494.00"
Player-615,"$27,137,543.00"
Player-616,"$25,305,289.00"
Player-617,"$31,276,964.00"
Player-618,"$46,594,447.00"
Player-619,"$8,748,392.00"
Player-620,"$10,666,738.00"
Player-621,"$49,618,783.00"
Player-622,"$44,811,234.00"
Player-623,"$46,818,988.00"
Player-624,"$9,575,125.00"
Player-625,"$15,731,683.00"
Player-626,"$22,001,139.00"
Player-627,"$2,290,127.00"
Player-628,"$17,534,902.00"
Player-629,"$32,426,732.00"
Player-630,"$47,264,620.00"
Player-631,"$7,214,372.00"
Player-632,"$43,105,979.00"
Player-633,"$20,464,356.00"
Player-634,"$3,241,597.00"
Player-635,"$10,586,797.00"
Player-636,"$37,050,754.00"
Player-637,"$45,098,688.00"
Player-638,"$10,938,939.00"
Player-639,"$44,624,902.00"
Player-640,"$46,353,972.00"
Player-641,"$14,673,552.00"
Player-642,"$37,159,501.00"
Player-643,"$48,085,989.00"
Player-644,"$30,250,194.00"
Player-645,"$47,276,404.00"
Player-646,"$28,996,282.00"
Player-647,"$27,747,205.00"
Player-648,"$11,339,277.00"
Player-649,"$44,494,433.00"
Player-650,"$29,563,193.00"
Player-651,"$24,838,681.00"
Player-652,"$7,670,273.00"
Player-653,"$48,880,146.00"
Player-654,"$17,004,368.00"
Player-655,"$10,281,114.00"
Player-656,"$46,551,367.00"
Player-657,"$40,300,052.00"
Player-658,"$38,070,558.00"
Player-659,"$45,203,190.00"
Player-660,"$21,703,720.00"
Player-661,"$14,537,658.00"
Player-662,"$35,202,712.00"
Player-663,"$36,741,454.00"
Player-664,"$4,701,046.00"
Player-665,"$35,097,418.00"
Player-666,"$14,551,051.00"
Player-667,"$41,757,991.00"
Player-668,"$49,495,739.00"
Player-669,"$29,445,126.00"
Player-670,"$38,906,038.00"
Player-671,"$22,116,535.00"
Player-672,"$26,155,911.00"
Player-673,"$1,011,252.00"
Player-674,"$3,594,287.00"
Player-675,"$37,850,476.00"
Player-676,"$19,192,116.00"
Player-677,"$41,152,805.00"
Player-678,"$15,214,255.00"
Player-679,"$11,484,549.00"
Player-680,"$40,556,880.00"
Player-681,"$6,051,587.00"
Player-682,"$519,497.00"
Player-683,"$27,518,512.00"
Player-684,"$16,152,224.00"
Player-685,"$42,959,069.00"
Player-686,"$23,871,618.00"
Player-687,"$34,101,866.00"
Player-688,"$2,778,281.00"
Player-689,"$10,812,073.00"
Player-690,"$46,971,491.00"
Player-691,"$39,909,825.00"
Player-692,"$21,955,576.00"
Player-693,"$36,725,856.00"
Player-694,"$36,874,735.00"
Player-695,"$36,236,684.00"
Player-696,"$6,943,248.00"
Player-697,"$23,151,665.00"
Player-698,"$767,744.00"
Player-699,"$30,163,922.00"
Player-700,"$15,616,945.00"
Player-701,"$18,334,839.00"
Player-702,"$38,266,493.00"
Player-703,"$22,763,095.00"
Player-704,"$46,054,243.00"
Player-705,"$18,488,757.00"
Player-706,"$46,150,660.00"
Player-707,"$17,087,109.00"
Player-708,"$38,570,654.00"
Player-709,"$8,779,440.00"
Player-710,"$34,122,836.00"
Player-711,"$18,556,145.00"
Player-712,"$17,382,858.00"
Player-713,"$25,659,041.00"
Player-714,"$44,631,429.00"
Player-715,"$6,066,648.00"
Player-716,"$2,996,808.00"
Player-717,"$16,921,193.00"
Player-718,"$22,501,437.00"
Player-719,"$3,220,778.00"
Player-720,"$20,140,260.00"
Player-721,"$41,602,635.00"
Player-722,"$41,704,197.00"
Player-723,"$43,146,182.00"
Player-724,"$14,001,658.00"
Player-725,"$16,799,059.00"
Player-726,"$20,546,508.00"
Player-727,"$8,949,313.00"
Player-728,"$8,269,307.00"
Player-729,"$10,401,099.00"
Player-730,"$30,553,834.00"
Player-731,"$2,555,865.00"
Player-732,"$3,922,498.00"
Player-733,"$30,878,430.00"
Player-734,"$47,867,406.00"
Player-735,"$38,070,037.00"
Player-736,"$38,505,777.00"
Player-737,"$1,423,496.00"
Player-738,"$16,797,256.00"
Player-739,"$49,675,967.00"
Player-740,"$32,531,705.00"
Player-741,"$7,683,871.00"
Player-742,"$47,138,966.00"
Player-743,"$23,770,170.00"
Player-744,"$8,824,094.00"
Player-745,"$9,805,056.00"
Player-746,"$7,540,576.00"
Player-747,"$35,632,111.00"
Player-748,"$44,013,512.00"
Player-749,"$23,737,912.00"
Player-750,"$37,419,254.00"
Player-751,"$7,581,913.00"
Player-752,"$48,381,010.00"
Player-753,"$43,768,533.00"
Player-754,"$20,114,963.00"
Player-755,"$33,358,419.00"
Player-756,"$11,588,256.00"
Player-757,"$17,668,896.00"
Player-758,"$5,166,160.00"
Player-759,"$28,638,650.00"
Player-760,"$11,881,680.00"
Player-761,"$4,181,835.00"
Player-762,"$46,718,112.00"
Player-763,"$39,548,105.00"
Player-764,"$42,807,740.00"
Player-765,"$23,888,215.00"
Player-766,"$24,241,063.00"
Player-767,"$2,653,409.00"
Player-768,"$16,975,363.00"
Player-769,"$29,826,975.00"
Player-770,"$14,730,481.00"
Player-771,"$19,044,003.00"
Player-772,"$48,348,493.00"
Player-773,"$11,583,036.00"
Player-774,"$30,393,948.00"
Player-775,"$39,943,785.00"
Player-776,"$10,152,972.00"
Player-777,"$49,385,052.00"
Player-778,"$20,855,742.00"
Player-779,"$7,395,207.00"
Player-780,"$2,125,446.00"
Player-781,"$41,039,728.00"
Player-782,"$43,948,212.00"
Player-783,"$26,484,073.00"
Player-784,"$43,212,130.00"
Player-785,"$7,115,758.00"
Player-786,"$19,961,768.00"
Player-787,"$45,302,252.00"
Player-788,"$17,985,729.00"
Player-789,"$20,438,241.00"
Player-790,"$42,901,053.00"
Player-791,"$45,521,106.00"
Player-792,"$25,307,806.00"
Player-793,"$32,273,601.00"
Player-794,"$2,325,006.00"
Player-795,"$8,275,472.00"
Player-796,"$47,072,595.00"
Player-797,"$35,327,043.00"
Player-798,"$25,587,626.00"
Player-799,"$41,536,056.00"
Player-800,"$4,207,803.00"
Player-801,"$26,028,723.00"
Player-802,"$31,943,790.00"
Player-803,"$33,709,848.00"
Player-804,"$43,931,337.00"
Player-805,"$22,334,324.00"
Player-806,"$1,270,931.00"
Player-807,"$7,679,560.00"
Player-808,"$31,185,045.00"
Player-809,"$16,881,505.00"
Player-810,"$36,352,792.00"
Player-811,"$49,572,301.00"
Player-812,"$6,314,008.00"
Player-813,"$11,333,762.00"
Player-814,"$33,066,041.00"
Player-815,"$10,214,154.00"
Player-816,"$28,680,715.00"
Player-817,"$734,892.00"
Player-818,"$40,309,725.00"
Player-819,"$30,282,722.00"
Player-820,"$21,917,037.00"
Player-821,"$23,984,629.00"
Player-822,"$42,653,095.00"
Player-823,"$8,547,932.00"
Player-824,"$23,921,085.00"
Player-825,"$28,412,447.00"
Player-826,"$16,954,567.00"
Player-827,"$23,599,982.00"
Player-828,"$45,916,744.00"
Player-829,"$24,728,923.00"
Player-830,"$34,076,480.00"
Player-831,"$47,663,079.00"
Player-832,"$39,731,232.00"
Player-833,"$35,797,170.00"
Player-834,"$22,568,736.00"
Player-835,"$49,990,134.00"
Player-836,"$41,238,129.00"
Player-837,"$26,285,726.00"
Player-838,"$48,437,358.00"
Player-839,"$40,727,711.00"
Player-840,"$19,010,091.00"
Player-841,"$46,445,541.00"
Player-842,"$38,493,350.00"
Player-843,"$29,907,009.00"
Player-844,"$35,321,287.00"
Player-845,"$25,015,299.00"
Player-846,"$28,099,830.00"
Player-847,"$13,474,281.00"
Player-848,"$46,382,629.00"
Player-849,"$6,675,419.00"
Player-850,"$811,948.00"
Player-851,"$48,604,572.00"
Player-852,"$9,197,634.00"
Player-853,"$19,121,577.00"
Player-854,"$43,315,754.00"
Player-855,"$41,810,682.00"
Player-856,"$48,045,010.00"
Player-857,"$34,717,148.00"
Player-858,"$40,738,875.00"
Player-859,"$24,103,798.00"
Player-860,"$15,447,705.00"
Player-861,"$20,007,481.00"
Player-862,"$16,224,994.00"
Player-863,"$42,533,793.00"
Player-864,"$29,628,089.00"
Player-865,"$42,072,796.00"
Player-866,"$25,900,865.00"
Player-867,"$3,932,029.00"
Player-868,"$23,292,862.00"
Player-869,"$17,372,873.00"
Player-870,"$46,563,480.00"
Player-871,"$39,180,206.00"
Player-872,"$42,594,627.00"
Player-873,"$43,060,662.00"
Player-874,"$18,374,886.00"
Player-875,"$25,002,870.00"
